Gene.name	Mouse.gene.name	Chicken.gene.name
XKR4	Xkr4	XKR4
CDC27	Cdc27	CDC27
COLEC11	Colec11	COLEC11
GGT5	Ggt5	GGT5
CAV2	Cav2	CAV2
PRR35	A930017K11Rik	PRR35
LONRF3	Lonrf3	LONRF3
PNOC	Pnoc	PNOC
MGRN1	Mgrn1	MGRN1
CACNA2D1	Cacna2d1	CACNA2D1
PTPRR	Ptprr	PTPRR
RWDD1	Rwdd1	RWDD1
ASH2L	Ash2l	ASH2L
CDH10	Cdh10	CDH10
PRR15L	Prr15l	PRR15L
BARX2	Barx2	BARX2
MYL4	Myl4	MYL4
RNASEH1	Rnaseh1	RNASEH1
ANAPC2	Anapc2	ANAPC2
CLMP	Clmp	CLMP
C7	C7	C7
PPIL6	Ppil6	PPIL6
IAH1	Iah1	IAH1
DNAJB9	Dnajb9	DNAJB9
KMT5B	Kmt5b	KMT5B
SERPIND1	Serpind1	SERPIND1
ATAD5	Atad5	ATAD5
GNAT3	Gnat3	GNAT3
SNAP29	Snap29	SNAP29
LYN	Lyn	LYN
TMEM203	Tmem203	TMEM203
AUTS2	Auts2	AUTS2
GPX8	Gpx8	GPX8
CRKL	Crkl	CRKL
RNF224	Rnf224	RNF224
ISL1	Isl1	ISL1
NR1D1	Nr1d1	NR1D1
LZTR1	Lztr1	LZTR1
TUBB4B	Tubb4b	TUBB4B
UTP6	Utp6	UTP6
FEZ1	Fez1	FEZ1
HIVEP2	Hivep2	HIVEP2
FAM166A	Fam166a	FAM166A
ANKH	Ank	ANKH
ADAM17	Adam17	ADAM17
NELFB	Nelfb	NELFB
TOR4A	Tor4a	TOR4A
NRARP	Nrarp	NRARP
TEK	Tek	TEK
PERP	Perp	PERP1
UST	Ust	UST
SNTG1	Sntg1	SNTG1
GABRR1	Gabrr1	GABRR1
KRT75	Krt75	KRT75
SYT17	Syt17	SYT17
SLC17A6	Slc17a6	SLC17A6
THAP7	Thap7	THAP7
BICD1	Bicd1	BICD1
ARFIP1	Arfip1	ARFIP1
INSR	Insr	INSR
TMEM18	Tmem18	TMEM18
LINC02210-CRHR1	Crhr1	CRHR1
PPWD1	Ppwd1	PPWD1
KIF18A	Kif18a	KIF18A
HOXB4	Hoxb4	HOXB4
SLC7A4	Slc7a4	SLC7A4
RARG	Rarg	RARG
RPS7	Rps7	RPS7
GCC1	Gcc1	GCC1
ANKRD40	Ankrd40	ANKRD40
TENM4	Tenm4	TENM4
LRRC74B	Lrrc74b	LRRC74B
EEF1AKMT1	Eef1akmt1	EEF1AKMT1
SLC25A14	Slc25a14	SLC25A14
MYH6	Myh6	MYH7
TCF20	Tcf20	TCF20
AKAP12	Akap12	AKAP12
ZNF462	Zfp462	ZNF462
CDK5RAP3	Cdk5rap3	CDK5RAP3
SCNN1G	Scnn1g	SCNN1G
KDM4B	Kdm4b	KDM4B
LATS2	Lats2	LATS2
MSGN1	Msgn1	MSGN1
TTK	Ttk	TTK
SMC6	Smc6	SMC6
TENM3	Tenm3	TENM3
CENPJ	Cenpj	CENPJ
ZFYVE21	Zfyve21	ZFYVE21
ATPSCKMT	Atpsckmt	ATPSCKMT
STOX2	Stox2	STOX2
NECTIN1	Nectin1	NECTIN1
AQP8	Aqp8	AQP8
SPCS3	Arxes2	SPCS3
FBXO4	Fbxo4	FBXO4
NRG1	Nrg1	NRG1
ELP1	Elp1	ELP1
EDNRA	Ednra	EDNRA
LYZ	9530003J23Rik	LYZ
HS3ST2	Hs3st2	HS3ST2
UBASH3B	Ubash3b	UBASH3B
NPR3	Npr3	NPR3
PUS7	Pus7	PUS7
NAV3	Nav3	NAV3
CELF5	Celf5	CELF5
TMC7	Tmc7	TMC7
WDR20	Wdr20	WDR20
SPOCK3	Spock3	SPOCK3
GPR119	Gpr119	GPR119
SMS	Sms	SMS
SNORD98	Snord98	SNORD98
ZNF277	Zfp277	ZNF277
ARID1B	Arid1b	ARID1B
ADAMTS8	Adamts8	ADAMTS8
DAAM1	Daam1	DAAM1
PHEX	Phex	PHEX
SH3YL1	Sh3yl1	SH3YL1
STT3A	Stt3a	STT3A
HSPB3	Hspb3	HSPB3
GALNT17	Galnt17	GALNT17
CECR2	Cecr2	CECR2
FST	Fst	FST
AIFM3	Aifm3	AIFM3
MRPS30	Mrps30	MRPS30
KCND2	Kcnd2	KCND2
PWWP2B	Pwwp2b	PWWP2B
IMMP2L	Immp2l	IMMP2L
SHISA2	Shisa2	SHISA2
ABI3	Abi3	ABI3
GHR	Ghr	GHR
PARN	Parn	PARN
NFKB2	Nfkb2	NFKB2
RAB19	Rab19	RAB19
GABRE	Gabre	GABRE
WFIKKN2	Wfikkn2	WFIKKN2
SC5D	Sc5d	SC5D
MMD	Mmd	MMD
UBE2Z	Ube2z	UBE2Z
SLC35E3	Slc35e3	SLC35E3
USP28	Usp28	USP28
GPHN	Gphn	GPHN
SPIC	Spic	SPIC
FRY	Fry	FRY
CLTC	Cltc	CLTC
LINGO3	Lingo3	LINGO3
CDH9	Cdh9	CDH9
DLX5	Dlx5	DLX5
LRATD1	Lratd1	LRATD1
ASAP2	Asap2	ASAP2
SULF2	Sulf2	SULF2
ALX1	Alx1	ALX1
ADAMTS12	Adamts12	ADAMTS12
LMF2	Lmf2	LMF2
FAM3C	Fam3c	FAM3C
CHST11	Chst11	CHST11
SMPD2	Smpd2	SMPD2
CUEDC2	Cuedc2	CUEDC2
MFAP3L	Mfap3l	MFAP3L
MIR146B	Mir146b	gga-mir-146b
SP6	Sp6	SP6
ETS1	Ets1	ETS1
SLC13A1	Slc13a1	SLC13A1
MFSD13A	Mfsd13a	MFSD13A
NCAPH2	Ncaph2	NCAPH2
DIP2B	Dip2b	DIP2B
MYCBPAP	Mycbpap	MYCBPAP
KCNK10	Kcnk10	KCNK10
YWHAQ	Ywhaq	YWHAQ
GRM8	Grm8	GRM8
ACTR1A	Actr1a	ACTR1A
ABITRAM	Abitram	FAM206A
USP15	Usp15	USP15
CTNNAL1	Ctnnal1	CTNNAL1
ADSS1	Adssl1	ADSS1
UQCR11	Uqcr11	UQCR11
CDH18	Cdh18	CDH18
APOB	Apob	APOB
KLHL2	Klhl2	KLHL2
TNRC6A	Tnrc6a	TNRC6A
GNA11	Gna11	GNA11
FUBP3	Fubp3	FUBP3
CDC40	Cdc40	CDC40
CALN1	Caln1	CALN1
HTR7	Htr7	HTR7
ABL1	Abl1	ABL1
DACT1	Dact1	DACT1
BTBD2	Btbd2	BTBD2
ANKRD1	Ankrd1	ANKRD1
RAI14	Rai14	RAI14
SCO2	Sco2	SCO2
SLC38A6	Slc38a6	SLC38A6
PLCG1	Plcg1	PLCG1
SNORA74C-2	Gm23946	SNORA74
SF3B5	Sf3b5	SF3B5
SLC25A4	Slc25a4	SLC25A4
LRRC57	Lrrc57	LRRC57
WASHC2A	Washc2	FAM21C
FIBCD1	Fibcd1	FIBCD1
DYNLT1	Dynlt1b	DYNLT1
UFSP2	Ufsp2	UFSP2
PDS5B	Pds5b	PDS5B
DNAAF4	Dnaaf4	DYX1C1
NBR1	Nbr1	NBR1
PRDM12	Prdm12	PRDM12
BAIAP2L1	Baiap2l1	BAIAP2L1
OPRM1	Oprm1	OPRM1
MTMR1	Mtmr1	MTMR1
BCDIN3D	Bcdin3d	BCDIN3D
MATK	Matk	MATK
KIRREL3	Kirrel3	KIRREL3
IER5L	Ier5l	IER5L
SNX29	Snx29	SNX29
HADHA	Hadha	HADHA
LSM8	Lsm8	LSM8
TPH2	Tph2	TPH2
PLEKHA8	Plekha8	PLEKHA8
FAM219B	Fam219b	FAM219B
CCDC59	Ccdc59	CCDC59
AGA	Aga	AGA
EI24	Ei24	EI24
POLR3E	Polr3e	POLR3E
SLC4A8	Slc4a8	SLC4A8
SARAF	Saraf	SARAF
TRAPPC2	Trappc2	TRAPPC2
FMC1-LUC7L2	Luc7l2	LUC7L2
RMDN3	Rmdn3	RMDN3
OTUD4	Otud4	OTUD4
SYCE3	Syce3	SYCE3
TFEC	Tfec	TFEC
BRCA1	Brca1	BRCA1
SLC46A2	Slc46a2	SLC46A2
MAB21L1	Mab21l1	MAB21L1
CYP7B1	Cyp7b1	CYP7B1
SRD5A2	Srd5a2	SRD5A2
SLC31A2	Slc31a2	SLC31A2
OSR1	Osr1	OSR1
ZNF703	Zfp703	ZNF703
SPRYD7	Spryd7	SPRYD7
RC3H2	Rc3h2	RC3H2
CA8	Car8	CA8
WDCP	Wdcp	WDCP
TTC32	Ttc32	TTC32
ADGRA2	Adgra2	ADGRA2
PLIN3	Plin3	PLIN3
DPYSL5	Dpysl5	DPYSL5
BRCA2	Brca2	BRCA2
CEBPB	Cebpb	CEBPB
SCAMP5	Scamp5	SCAMP5
PTPN1	Ptpn1	PTPN1
DNAJB14	Dnajb14	DNAJB14
TMEM35A	Tmem35a	TMEM35A
CENPI	Cenpi	CENPI
MYO1F	Myo1f	MYO1F
THAP1	Thap1	THAP1
ZNF365	Zfp365	ZNF365
UBALD1	Ubald1	UBALD1
HIBADH	Hibadh	HIBADH
SNORD90	Snord90	SNORD90
ZBTB6	Zbtb6	ZBTB6
ZBTB26	Zbtb26	ZBTB26
FAM118B	Fam118b	FAM118B
MCM4	Mcm4	MCM4
SRC	Src	SRC
NEK3	Nek3	NEK3
RABGAP1	Rabgap1	RABGAP1
CHTF18	Chtf18	CHTF18
GSC	Gsc	GSC
PDGFC	Pdgfc	PDGFC
DNAAF2	Dnaaf2	DNAAF2
MYCN	Mycs	MYCN
PLPP4	Plpp4	PLPP4
LAMA4	Lama4	LAMA4
EFR3B	Efr3b	EFR3B
ARMC10	Armc10	ARMC10
NPS	Nps	NPS
OLAH	Olah	OLAH
GZF1	Gzf1	GZF1
BSX	Bsx	BSX
ANAPC10	Anapc10	ANAPC10
STRBP	Strbp	STRBP
NAPB	Napb	NAPB
STMP1	1810058I24Rik	C7orf73
PANX3	Panx3	PANX3
TMEM259	Tmem259	TMEM259
TSHR	Tshr	TSHR
SAT1	Sat1	SAT1
CASP7	Casp7	CASP7
IL21R	Il21r	IL21R
ALDH1L2	Aldh1l2	ALDH1L2
MAPK8IP2	Mapk8ip2	MAPK8IP2
PARP12	Parp12	PARP12
STARD8	Stard8	STARD8
ALG11	Alg11	ALG11
CCT5	Cct5	CCT5
GREB1	Greb1	GREB1
CDX4	Cdx4	CDX4
ARSA	Arsa	ARSA
RAPGEF3	Rapgef3	RAPGEF3
DRD2	Drd2	DRD2
BAG3	Bag3	BAG3
PODXL	Podxl	PODXL
CHRNA5	Chrna5	CHRNA5
BNC2	Bnc2	BNC2
INTS6	Ints6	INTS6
ARL6IP1	Arl6ip1	ARL6IP1
RXFP1	Rxfp1	RXFP1
GTF2A2	Gtf2a2	GTF2A2
DYNC2I1	Dync2i1	DYNC2I1
GTF2A1	Gtf2a1	GTF2A1
VCL	Vcl	VCL
AMOT	Amot	AMOT
KCTD21	Kctd21	KCTD21
FXN	Fxn	FXN
RNF122	Rnf122	RNF122
HEPACAM	Hepacam	HEPACAM
IGDCC3	Igdcc3	IGDCC3
BRF2	Brf2	BRF2
GEN1	Gen1	GEN1
TJP2	Tjp2	TJP2
CHORDC1	Chordc1	CHORDC1
P2RY4	P2ry4	P2RY4
MAP3K15	Map3k15	MAP3K15
EIF2S1	Eif2s1	EIF2S1
VSNL1	Vsnl1	VSNL1
MRPL54	Mrpl54	MRPL54
SUFU	Sufu	SUFU
WDR61	Wdr61	WDR61
PLEK2	Plek2	PLEK2
RAB36	Rab36	RAB36
LRGUK	Lrguk	LRGUK
DOHH	Gm48551	DOHH
FGF10	Fgf10	FGF10
DDHD2	Ddhd2	DDHD2
MAP3K1	Map3k1	MAP3K1
BATF	Batf	BATF
FLVCR2	Flvcr2	FLVCR2
CLDN5	Cldn5	CLDN5
COX15	Cox15	COX15
GNAI1	Gnai1	GNAI1
RAB3C	Rab3c	RAB3C
PKNOX2	Pknox2	PKNOX2
NRAP	Nrap	NRAP
ADAMTS10	Adamts10	ADAMTS10
THUMPD2	Thumpd2	THUMPD2
MSMO1	Msmo1	MSMO1
C5orf34	4833420G17Rik	C5orf34
CRABP1	Crabp1	CRABP-I
RAMACL	Ramac	FAM103A1
ZNF827	Zfp827	ZNF827
NOL10	Nol10	NOL10
ZC3H12D	Zc3h12d	ZC3H12D
UACA	Uaca	UACA
EMB	Emb	EMB
NUP107	Nup107	NUP107
FRK	Frk	FRK
MYDGF	Mydgf	MYDGF
ELOVL7	Elovl7	ELOVL7
VIP	Vip	VIP
ORC6	Orc6	ORC6
PPM1F	Ppm1f	PPM1F
UHRF1	Uhrf1	UHRF1
KLHDC10	Klhdc10	KLHDC10
OSTM1	Ostm1	OSTM1
SEMA3E	Sema3e	SEMA3E
GABRR2	Gabrr2	GABRR2
ITGA1	Itga1	PELO
GHRH	Ghrh	GHRH
FXYD6	Fxyd6	FXYD6
TTLL9	Ttll9	TTLL9
TOP3B	Top3b	TOP3B
DLL1	Dll1	DLL1
MTMR6	Mtmr6	MTMR6
NETO2	Neto2	NETO2
KLHL32	Klhl32	KLHL32
EGFL7	Egfl7	EGFL7
FEM1A	Fem1a	FEM1A
MTIF3	Mtif3	MTIF3
GPATCH2L	Gpatch2l	GPATCH2L
FHIP1A	Fam160a1	FHIP1A
STRIP2	Strip2	STRIP2
PLCB4	Plcb4	PLCB4
HS6ST3	Hs6st3	HS6ST3
MASTL	Mastl	MASTL
COMMD4	Commd4	COMMD4
ZMAT4	Zmat4	ZMAT4
GPR18	Gpr18	GPR18
DEPDC1B	Depdc1b	DEPDC1B
CYP1B1	Cyp1b1	CYP1B1
CDKN2AIP	Cdkn2aip	CDKN2AIP
MICAL1	Mical1	MICAL1
MAMLD1	Mamld1	MAMLD1
SIAH1	Siah1a	SIAH1
MIR126	Mir126a	gga-mir-126
AGPAT2	Agpat2	AGPAT2
HSD17B10	Hsd17b10	HSD17B10
DLX6	Dlx6	DLX6
DNAJA2	Dnaja2	DNAJA2
CRISPLD1	Crispld1	CRISPLD1
DUSP6	Dusp6	DUSP6
UNC5C	Unc5c	UNC5C
LDAH	Ldah	LDAH
IFT43	Ift43	IFT43
DIPK1B	Dipk1b	DIPK1B
STK31	Stk31	STK31
TNFSF13B	Tnfsf13b	TNFSF13B
HEXB	Hexb	HEXB
METTL25	Mettl25	METTL25
METTL22	Mettl22	METTL22
NIN	Nin	NIN
WWC2	Wwc2	WWC2
ELK3	Elk3	ELK3
B3GAT1	B3gat1	B3GAT1
MATN3	Matn3	MATN3
R3HCC1	R3hcc1	R3HCC1
ANO4	Ano4	ANO4
GNGT2	Gngt2	GNGT2
PABPC3	Pabpc1	PABPC1
LMO2	Lmo2	LMO2
TMEM141	Tmem141	TMEM141
TNFAIP8L3	Tnfaip8l3	TNFAIP8L3
AMER2	Amer2	AMER2
C16orf87	4921524J17Rik	C11H16ORF87
CD82	Cd82	CD82
HS1BP3	Hs1bp3	HS1BP3
SCAMP2	Scamp2	SCAMP2
MAP3K4	Map3k4	MAP3K4
RNF6	Rnf6	RNF6
VPS35	Vps35	VPS35
CCDC157	Ccdc157	CCDC157
ATAD2B	Atad2b	ATAD2B
MTREX	Mtrex	SKIV2L2
RABL6	Rabl6	RABL6
PEX2	Pex2	PEX2
HPGD	Hpgd	HPGD
ZC2HC1A	Zc2hc1a	ZC2HC1A
CDC37	Cdc37	CDC37
POT1	Pot1b	POT1
FGD6	Fgd6	FGD6
HSD17B12	Hsd17b12	HSD17B12
NET1	Net1	NET1
JOSD1	Josd1	JOSD1
SRBD1	Srbd1	SRBD1
SNUPN	Snupn	SNUPN
PHPT1	Phpt1	PHPT1
ATP8A2	Atp8a2	ATP8A2
TMEM167A	Tmem167	TMEM167A
MCHR1	Mchr1	MCHR1
PKIA	Pkia	PKIA
MAMDC4	Mamdc4	MAMDC4
ACOT12	Acot12	ACOT12
SULT4A1	Sult4a1	SULT4A1
TYK2	Tyk2	TYK2
CAPN13	Capn13	CAPN13
ZFHX4	Zfhx4	ZFHX4
CALML3	Calml3	CALML3
TRAPPC11	Trappc11	TRAPPC11
ASB13	Asb13	ASB13
MYBPC1	Mybpc1	MYBPC1
HAPLN1	Hapln1	HAPLN1
EDF1	Edf1	EDF1
TASOR2	Tasor2	TASOR2
SHISA9	Shisa9	SHISA9
WDR72	Wdr72	WDR72
MYH9	Myh9	MYH9
CLVS1	Clvs1	CLVS1
DNLZ	Dnlz	DNLZ
LTBP1	Ltbp1	LTBP1
CARD9	Card9	CARD9
ZW10	Zw10	ZW10
VCAN	Vcan	VCAN
GDI2	Gdi2	GDI1
IQCK	Iqck	IQCK
ARMC1	Armc1	ARMC1
CEP126	Cep126	CEP126
NRG4	Nrg4	NRG4
BCKDHB	Bckdhb	BCKDHB
METAP1	Metap1	METAP1
C11orf87	AI593442	C11orf87
GPRC5B	Gprc5b	GPRC5B
RASD2	Rasd2	RASD2
CEP55	Cep55	CEP55
SOX17	Sox17	SOX17
PMPCA	Pmpca	PMPCA
FFAR4	Ffar4	FFAR4
SACS	Sacs	SACS
MB	Mb	MB
CBLL1	Cbll1	CBLL1
NOG	Nog	NOG
XKR9	Xkr9	XKR9
ITGA3	Itga3	ITGA3
PDE6C	Pde6c	PDE6C
QPRT	Qprt	QPRT
AREG	Areg	AREG
FRA10AC1	Fra10ac1	FRA10AC1
MTPN	Mtpn	MTPN
NWD2	Nwd2	NWD2
OXCT1	Oxct1	OXCT1
PHKB	Phkb	PHKB
PAG1	Pag1	PAG1
MIR129-2	Mir129b	MIR129-2
RBFOX2	Rbfox2	RBFOX2
LGI1	Lgi1	LGI1
BMT2	Bmt2	BMT2
ABCE1	Abce1	ABCE1
COL26A1	Col26a1	COL26A1
MBNL3	Mbnl3	MBNL3
SCAPER	Scaper	SCAPER
INPP5E	Inpp5e	INPP5E
MIR100	Mir100	gga-mir-100
FSD1L	Fsd1l	FSD1L
SNORD14E	SNORD14	SNORD14
RPS3	Rps3	RPS3
QKI	Qk	QKI
PLEKHH1	Plekhh1	PLEKHH1
SMARCE1	Smarce1	SMARCE1
SUB1	Sub1	SUB1
SYDE1	Syde1	SYDE1
PPP1CB	Ppp1cb	PPP1CB
TAL2	Tal2	TAL2
CDK20	Cdk20	CDK20
SLC26A3	Slc26a3	SLC26A3
HSPA14	Hspa14	HSPA14
F9	F9	F9
PGM2	Pgm2	PGM2
PIGH	Pigh	PIGH
ARHGEF7	Arhgef7	ARHGEF7
MSH2	Msh2	MSH2
USP20	Usp20	USP20
MCF2	Mcf2	MCF2
CNNM2	Cnnm2	CNNM2
CHCHD2	Chchd2	CHCHD2P9
CAPSL	Capsl	CAPSL
MYLK3	Mylk3	MYLK3
SNORD15A	Snord15a	SNORD15
ARG2	Arg2	ARG2
GDPD5	Gdpd5	GDPD5
NPY2R	Npy2r	NPY2R
INA	Ina	INA
TMEM209	Tmem209	TMEM209
PCGF6	Pcgf6	PCGF6
VTI1B	Vti1b	VTI1B
TRAPPC13	Trappc13	TRAPPC13
HYKK	Hykk	HYKK
ZUP1	Zup1	ZUP1
IMPG1	Impg1	IMPG1
DNAJC17	Dnajc17	DNAJC17
WEE2	Wee2	WEE2
LONP2	Lonp2	LONP2
DPP6	Dpp6	DPP6
CPE	Cpe	CPE
TMEM192	Tmem192	TMEM192
CENPH	Cenph	CENPH
SLC35G1	Slc35g1	SLC35G1
MTRF1L	Mtrf1l	MTRF1L
MOGAT2	Mogat2	MOGAT2
SFTA3	Nkx2-1	NKX2-1
AGTPBP1	Agtpbp1	AGTPBP1
PNRC1	Pnrc1	PNRC1
DGAT2	Dgat2	DGAT2
TXLNB	Txlnb	TXLNB
KIAA1671	2900026A02Rik	KIAA1671
NOC3L	Noc3l	NOC3L
NKX2-8	Nkx2-9	NKX2-8
ARSB	Arsb	ARSB
PAX9	Pax9	PAX9
GIPC1	Gipc1	GIPC1
GDF7	Gdf7	GDF7
XDH	Xdh	XDH
CRYBB3	Crybb3	CRYBB3
GRM1	Grm1	GRM1
ATP11C	Atp11c	ATP11C
TBC1D12	Tbc1d12	TBC1D12
CENPK	Cenpk	CENPK
SERPINH1	Serpinh1	SERPINH1
CRYBB2	Crybb2	CRYBB2
NTAN1	Ntan1	NTAN1
MIR218-1	Mir218-1	gga-mir-218-1
HELLS	Hells	HELLS
PIK3CG	Pik3cg	PIK3CG
ATF4	Atf4	ATF4
PALS1	Pals1	MPP5
CYP4F2	Cyp4f14	CYP4A22
ATP6V1D	Atp6v1d	ATP6V1D
SNORA24	Snora24	SNORA24
NTMT1	Ntmt1	NTMT1
FAM185A	Fam185a	FAM185A
RSPO3	Rspo3	RSPO3
SNORD73B	Snord73b	SNORD73
MRTFA	Mrtfa	MRTFA
RPPH1-3P	Gm22811	RNaseP_nuc
USP3	Usp3	USP3
SH3BGRL2	Sh3bgrl2	SH3BGRL2
PRKCE	Prkce	PRKCE
ARFGEF3	Arfgef3	ARFGEF3
DNAJB6	Dnajb6	DNAJB6
GPT2	Gpt2	GPT2
SNORD79	Gm50452	SNORD79
PDZD2	Pdzd2	PDZD2
NEK6	Nek6	NEK6
NFXL1	Nfxl1	NFXL1
N4BP1	N4bp1	N4BP1
SRP54	Srp54b	SRP54
LHCGR	Lhcgr	LHCGR
FUCA2	Fuca2	FUCA2
OAF	Oaf	OAF
POU2F3	Pou2f3	POU2F3
GPC4	Gpc4	GPC4
CCNH	Ccnh	CCNH
MSANTD3	Msantd3	MSANTD3
MIR363	Mir363	gga-mir-363
HOXB8	Hoxb8	HOXB8
SULF1	Sulf1	SULF1
SLC17A5	Slc17a5	SLC17A5
PPP1R14B	Ppp1r14bl	PPP1R14B
FOSL2	Fosl2	FOSL2
SLC22A3	Slc22a3	SLC22A3
OLFM1	Olfm1	OLFM1
ATP6V0A4	Atp6v0a4	ATP6V0A4
UTP18	Utp18	UTP18
WASF1	Wasf1	WASF1
RAB8A	Rab8a	RAB8A
KCNG3	Kcng3	KCNG3
BFAR	Bfar	BFAR
STRN	Strn	STRN
ZCCHC7	Zcchc7	ZCCHC7
NIPAL1	Nipal1	NIPAL1
TPM4	Tpm4	TPM4
SELENOM	Selenom	SELENOM
DDX4	Ddx4	DDX4
CENPA	Cenpa	CenpA
GOSR2	Gosr2	GOSR2
PITPNB	Pitpnb	PITPNB
SLC35B4	Slc35b4	SLC35B4
ITFG1	Itfg1	ITFG1
FBXO5	Fbxo5	FBXO5
USP46	Usp46	USP46
ZMYND11	Zmynd11	ZMYND11
PPIL4	Ppil4	PPIL4
SERTAD2	Sertad2	SERTAD2
TLE4	Tle4	TLE4
NCAPG2	Ncapg2	NCAPG2
ERMARD	Ermard	ERMARD
EFEMP1	Efemp1	EFEMP1
NEK9	Nek9	NEK9
ABHD17C	Abhd17c	ABHD17C
RASL11B	Rasl11b	RASL11B
TMED3	Tmed3	TMED3
NUP93	Nup93	NUP93
GRK3	Grk3	GRK3
CEMIP	Cemip	CEMIP
C8orf34	A830018L16Rik	C8orf34
FSHR	Fshr	FSHR
ILVBL	Ilvbl	ILVBL
ITGA2	Itga2	ITGA2
DMC1	Dmc1	DMC1
ZC2HC1B	Zc2hc1b	ZC2HC1B
PRKDC	Prkdc	PRKDC
EHD3	Ehd3	EHD3
GINM1	Ginm1	GINM1
SAMD5	Samd5	SAMD5
MARK3	Mark3	MARK3
PAPOLG	Papolg	PAPOLG
ST13	St13	ST13P5
EFCAB10	Efcab10	EFCAB10
KCTD12	Kctd12	KCTD12
CDH8	Cdh8	CDH8
ACOD1	Acod1	ACOD1
UTP3	Utp3	UTP3
CLN5	Cln5	CLN5
RUFY3	Rufy3	RUFY3
PGLYRP2	Pglyrp2	PGLYRP2
GPR176	Gpr176	GPR176
PSMB1	Psmb1	PSMB1
SLC2A12	Slc2a12	SLC2A12
SSBP1	Ssbp1	SSBP1
CHRNB4	Chrnb4	CHRNB4
SERINC1	Serinc1	SERINC1
LCMT1	Lcmt1	LCMT1
ORM2	Orm1	ORM1
SOBP	Sobp	SOBP
SELENOO	Selenoo	SELENOO
KDM4C	Kdm4c	KDM4C
AGPAT4	Agpat4	AGPAT4
ST8SIA2	St8sia2	ST8SIA2
HADHB	Hadhb	HADHB
TAB3	Tab3	TAB3
FBXL3	Fbxl3	FBXL3
SCUBE1	Scube1	SCUBE1
CIB3	Cib3	CIB3
CA3	Car3	CA3A
SHCBP1	Shcbp1	SHCBP1
JMY	Jmy	JMY
AQP9	Aqp9	AQP9
PTPRN2	Ptprn2	PTPRN2
RNF185	Rnf185	RNF5
MYCBP2	Mycbp2	MYCBP2
MED12	Med12	MED12
COQ7	Coq7	COQ7
ZNF704	Zfp704	ZNF704
NRXN3	Nrxn3	NRXN3
PSTPIP1	Pstpip1	PSTPIP1
CDK17	Cdk17	CDK17
SCARF2	Scarf2	SCARF2
KCNMA1	Kcnma1	KCNMA1
GIMD1	Gimd1	GIMD1
TUBD1	Tubd1	TUBD1
HNF4G	Hnf4g	HNF4G
UBE3C	Ube3c	UBE3C
CBWD3	Cbwd1	CBWD1
ABHD8	Abhd8	ABHD8
NUDT6	Nudt6	NUDT6
GSG1L	Gsg1l	GSG1L
SOX10	Sox10	SOX10
FGF2	Fgf2	FGF2
BPNT2	Bpnt2	BPNT2
HIPK2	Hipk2	HIPK2
SGCB	Sgcb	SGCB
FEZ2	Fez2	FEZ2
DCAF5	Dcaf5	DCAF5
GDNF	Gdnf	GDNF
UHRF1BP1L	Uhrf1bp1l	UHRF1BP1L
FMR1	Fmr1	FMR1
ZDHHC14	Zdhhc14	ZDHHC14
RBIS	Rbis	RBIS
EPS15L1	Eps15l1	EPS15L1
SNCA	Snca	SNCA
ZC3H7A	Zc3h7a	ZC3H7A
SERPINE3	Serpine3	SERPINE3
RPS6KB1	Rps6kb1	RPS6KB1
C6orf58	2310057J18Rik	C6orf58
GLRX	Glrx	GLRX
OSGIN2	Osgin2	OSGIN2
FIS1	Fis1	FIS1
PDE7B	Pde7b	PDE7B
CMKLR1	Cmklr1	CMKLR1
SERINC5	Serinc5	SERINC5
G2E3	G2e3	G2E3
STAU2	Stau2	STAU2
C6orf120	1600012H06Rik	C3H6orf120
DENND11	Dennd11	DENND11
EFL1	Efl1	EFL1
WASHC3	Washc3	WASHC3
SLC3A1	Slc3a1	SLC3A1
TULP4	Tulp4	TULP4
MMP2	Mmp2	MMP2
GCNT4	Gcnt4	GCNT4
DHX40	Dhx40	DHX40
ANKEF1	Ankef1	ANKEF1
GNRHR	Gnrhr	CGNRH-R
MIR192	Mir192	gga-mir-215
PHF10	Phf10	PHF10
TSPAN12	Tspan12	TSPAN12
GNPTAB	Gnptab	GNPTAB
MAN2A2	Man2a2	MAN2A2
METTL21C	Mettl21c	METTL21C
SNAP25	Snap25	SNAP25
RAP1GDS1	Rap1gds1	RAP1GDS1
CA10	Car10	CA10
PRKAR2B	Prkar2b	PRKAR2B
SCFD1	Scfd1	SCFD1
HAL	Hal	HAL
ZNF467	Zfp467	ZNF467
AIG1	Aig1	AIG1
SLC13A3	Slc13a3	SLC13A3
UBE2H	Ube2h	UBE2H
KATNA1	Katna1	KATNA1
CACNG5	Cacng5	CACNG5
TTC28	Ttc28	TTC28
CKMT2	Ckmt2	CKMT2
HOMER2	Homer2	HOMER2
HMGN3	Hmgn3	HMGN2P46
SERPINA10	Serpina10	SERPINA10
PTPRZ1	Ptprz1	PTPRZ1
RNFT1	Rnft1	RNFT1
OR52R1	Olfr582	OR52R1
CPSF3	Cpsf3	CPSF3
SEPTIN3	Septin3	SEPTIN3
SLC10A2	Slc10a2	SLC10A2
CCP110	Ccp110	CCP110
TBX2	Tbx2	TBX2
IL17D	Il17d	IL17D
COX18	Cox18	COX18
GCNT7	Gcnt7	GCNT7
MAP2K6	Map2k6	MAP2K6
HRH3	Hrh3	HRH3
MRPS36	Mrps36	MRPS36
GGACT	Ggact	GGACT
